djentelmen	джентельмен
aksentýasıalyq	акцентуациялық
eksgýmasıa	эксгумация
etıkalyq	этикалық
qazaqstandiq	қазақстандьіқ
asııat	асийат
chyl-parasyn	чыл-парасын
dezınfeksıalyq	дезинфекциялық
eksped	экспед
dıametr	диаметр
shahybaz	шаһыбаз
vegetasıalyq	вегетациялық
gýttasıa	гуттация
ıntersýbektilik	интерсубъектілік
depopýlásıa	депопуляция
fıdeızm	фидеизм
redaksıalaný	редакциялану
krestgúldiler	крестгүлділер
shuhrat	шүһрәт
javhar	жавһар
ǵalaıhıýassálám	ғалайһиуассәләм
koróldi	корольді
sahattyq	саһаттық
tushshysyn	тұщысын
mıhlat	миһлат
rezúme	резюме
geosentr	геоцентр
fılıaldary	филиалдары
ashshylasý	ащыласу
nýnchaka	нунчака
chanchazy	чанчазы
mılıtarıs	милитарист
kadırııa	кадирийа
gabro-dıabazdyq	габбро-диабаздық
korektor	корректор
efırleri	эфирлері
vestúkı	вестюки
operasıaaralyq	операцияаралық
nálahan	нәлаһан
rejıser	режиссер
delfınarıı	дельфинарий
rahbar	раһбар
genýındik	генуиндік
rekonstrýksıala	реконструкцияла
deratızasıa	дератизация
keshshelik	кещелік
dvıgatel	двигатель
áýelgideı	әуелгідеи
komýnaldy	коммуналды
ıarudy	иарұды
kálsıli	кальцийлі
gospıtál	госпиталь
terarı	террарий
ıaqyny	иақыны
alúsınk	алюцинк
berılı	бериллий
ıaılatty	иайлатты
empırıalyq	эмпириялық
pýblısıs-jazýshy	публицист-жазушы
avalman	авальман
ıntensıa	интенция
ýchastogi	участогі
hoshrýı	хошруи
segizinchi	сегізінчі
chymdaný	чымдану
bólshevızm	большевизм
obektisi	объектісі
braıl	брайль
stagflásıa	стагфляция
ımıtasıa	имитация
qachashlyqyǵa	қачашлықыға
deńgeıaralyq	деңгейаралық
vertlúg	вертлюг
gaýhar	гауһар
ınjınırıńilik	инжинирингілік
asbesosementtik	асбестоцементтік
prodúser	продюсер
komısarıat	комиссариат
sılýet	силуэт
ekolog	эколог
chyraıy	чырайы
QShQ	ҚШҚ
volúta	волюта
kapelmeıster	капельмейстер
tutunchu	тұтұнчұ
statısti	статисті
fúzeláj	фюзеляж
konservasıa	консервация
sýbektıvıster	субъективистер
revolúsıa	революция
fúcherst	фьючерст
perpendıkýlárlik	перпендикулярлық
anımasıalyq	анимациялық
melanosıtter	меланоциттер
ásireınternasıonalısi	әсіреинтернационалисті
bálzamdaý	бальзамдау
totyıaıyn	тотыяйын
pıanıs	пианист
bijyrqaı	бьіжырқай
aýtekologıa	аутэкология
alúmosılıkattar	алюмосиликаттар
mıllıardtaǵan	миллиардтаған
temúrchiniń	темүрчінің
ahtershteven	ахтерштевень
shprıssiz	шприцсіз
asqanashylyq	асханашылық
kodıfıkasıalan	кодификациялан
mobıldi	мобильді
ınfeksıa	инфекция
zaılsýg	зайльцуг
jıhangez	жиһангез
komýtasıalanǵan	коммутацияланған
motahare	мотаһаре
radıojýrnalıstiń	радиожурналистің
áldegıdter	альдегидтер
energoblok	энергоблок
slanes	сланец
ıaldrady	иалдрады
borsh	борщ
párdıýal	пәрдиуал
fólklorlaný	фольклорлану
akredıtıvtik	аккредитивтік
JKShÝ	ЖКШУ
radıasıa	радиация
akseptilik	акцептілік
aglútınatıvti	агглютинативті
nıhaıat	ниһаят
prosenttik	проценттік
chogirtek	чогіртек
ıdealıstik	идеалистік
rasıa	рация
ıoryncha	иорынча
prıcheska	прическа
gaploıdti	гаплоидті
teperchik	теперчік
ınternasıonalshyl	интернационалшыл
ýezik	уездік
pah-pah	паһ-паһ
últramıkrotarazylar	ультрамикротаразылар
materıaldyń	материалдың
álternatıvti	альтернативті
psıhıatrıalyq	психиатриялық
chubartty	чұбартты
áláıhım	әләйһим
kobált	кобальт
STShQ	СТШҚ
ıandurub	иандұрұб
pres-relız	пресс-релиз
makııaa	макийаа
ıarashaıyn	иарашайын
trıenoforoz	триэнофороз
avıasıany	авиацияны
nıgılısti	нигилисті
brúkanes	брюканец
tabernakl	табернакль
mısıoner	миссионер
vaýcher	ваучер
sújetti	сюжетті
karerdiń	карьердің
deskrıpsıa	дескрипция
dıstansıa	дистанция
nıhaıatly	ниһаятлы
ındýızm	индуизм
ıý-qıý	ию-қию
barshınalyq	барщиналық
epıkýreızm	эпикуреизм
shahızat	шаһизат
chilóýjin	чілөужін
ateıster	атеистер
elektronografıa	электронография
hilep-hilep	һілеп-һілеп
charvaka	чарвака
sıanamıd	цианамид
akýmýlátorshy	аккумуляторшы
pýrıstiń	пуристің
ateızm	атеизм
mach-revansh	матч-реванш
materıaldyq-jaýapty	материалдық-жауапты
translásıa	трансляция
asıstentatýra	ассистентатура
kúchlúsi	күчлүсі
suruqchu	сұрұқчұ
rafınasıala	рафинацияла
búrokratıasyzdandyr	бюрократиясыздандыр
mıchmandyq	мичмандық
eksedentiniń	эксцедентінің
kechá-kúndúz	кечә-күндүз
demobılızasıalan	демобилизациялан
valorızasıa	валоризация
spesıfıka	специфика
plash	плащ
anaerostat	анаэростат
elıpsti	эллипсті
slesir	слесарь
plúralızmi	плюрализмі
pýnktýasıa	пунктуация
ásireınternasıonalıster	әсіреинтернационалистер
modelshi	модельші
avantúrıstik	авантюристік
etnokonfessıalyq	этноконфессиялық
karate	каратэ
súchjik	сүчжік
dalton	дальтон
ǵumirnama	ғұмьірнама
transendentaldy	трансценденталды
ıaıǵuq	иайғұқ
eksterıorızasıa	экстериоризация
deportasıa	депортация
amınoplas	аминопласт
jahattaý	жаһаттау
koordınasıalyq	координациялық
mesenat	меценат
últramılonıttik	ультрамилониттік
memorıaldyq	мемориалдық
álhamdýlıllahı	әлхамдулилләһи
bálneologıalyq	бальнеологиялық
haıbatlyq	һайбатлық
prınsıpi	принципі
materıalısti	материалисті
kálkalaný	калькалану
elıpstik	эллипстік
vóltıj	вольтиж
sırkýlárlyq	циркулярлық
sankhá	санкхья
erýdısıa	эрудиция
elektrotermıalyq	электротермиялық
súzeren	сюзерен
debútant	дебютант
ÁShQQ	ӘШҚҚ
ıodattar	йодаттар
aprel	апрель
gavıata	гавиата
ichkeriden	ічкеріден
ınovasıalar	инновациялар
kalancha	каланча
preferensıalar	преференциялар
akýmýláttaný	аккумуляттану
egoortalyqtandyrylǵan	эгоорталықтандырылған
emporlar	эмпорлар
empırıokrıtısızm	эмпириокритицизм
pozısıa	позиция
sadıster	садистер
kostúm	костюм
volapúk	волапюк
jahannam	жаһаннам
uıushdy	ұиұшды
sıkldi	циклді
volıspolkom	волйсполком
qaracha	қарача
asfálttalyný	асфальтталыну
dıafragmaly	диафрагмалы
ekonomıster	экономистер
ǵylymı-restavrasıalaý	ғылыми-реставрациялау
ıaǵrytty	иағрытты
verıfıkasıa	верификация
mehanızasıa	механизация
dıstıllásıalan	дистилляциялан
razrádteý	разрядтау
trúfel	трюфель
ıamlady	иамлады
antıkoagýlánt	антикоагулянт
kemchil	кемчіл
chalpaq	чалпақ
rekonstrýksıalaý	реконструкциялау
asosıasıalyq	ассоциациялық
ıashurdum	иашұрдұм
aptechka	аптечка
tres	трест
bilgech	білгеч
rúl	руль
myltyqchy	мылтықчы
karerıst	карьерист
glásıologıalyq	гляциологиялық
etnostyq	этностық
ahylatyp-úhilet	аһылатып-үһьілет
churqat	чұрқат
approbasıa	аппробация
tıýrosıl	тиуроцилл
appelásıalyq	аппеляциялық
bınokýlárlyq	бинокулярлық
doıbyshy	доибышы
ekspıratorlyq	экспираторлық
shovınıstiń	шовинистің
meshandyq	мещандық
aıtǵach	айтғач
ıetilenchi	иетіленчі
gálmanın	гальманин
stılıster	стилистер
pasıfısti	пацифисті
amınoplastar	аминопластар
ıaratty	иаратты
svekolnık	свекольник
hamıshe	һәмише
tapochka	тапочка
beletrıs	беллетрист
kolektor	коллектор
lısenzıalaný	лицензиялану
ınkorporasıa	инкорпорация
komıvoıajer	коммивояжер
stagnasıa	стагнация
prosentteet	проценттеет
jahannamdyq	жаһаннамдық
mıýala	миуала
mızansena	мизансцена
zaýııa	зауйиа
aerologıalyq	аэрологиялық
mýtasıa	мутация
sýbektıvıstiń	субъективистің
energetıka	энергетика
chaharshenbe	чаһаршенбе
ıuǵluǵ	йұғлұғ
ált	альт
áýejol	авиатрасса
nıgılıstiń	нигилистің
dzú-do	дзю-до
ınformasıalaý	информациялау
gelıosentrlik	гелиоцентрлік
parhaz	парһаз
menýet	менуэт
antısosıalıstik	антисоциалистік
ál-hýrýfııa	әл-хуруфийа
galvanometr	гальванометр
keıýik	кейуік
entelehıa	энтелехия
ıasǵashdy	иасғашды
hozáıka	хозяйка
sementtiń	цементтің
apersepsıa	апперцепция
korabl	корабль
klasıfıkator	классификатор
resenzıalaý	рецензиялау
týnelshi	туннельші
konserj	консьерж
fólklory	фольклоры
leısıt	лейцит
nasıonalızasıa	национализация
mýaııan	муаййан
ekvavalensıa	экваваленция
jıhadshy	жиһадшы
albedosy	альбедосы
hokeıge	хоккейге
ılústrasıalyq	иллюстрациялық
ıneksıalyq	инъекциялық
cháınek	чәйнек
mıkeshe	микеще
obstrýksıonıster	обструкционистер
antısıapatıa	антициапатия
býchıldi	бучильді
fılatelıs	филателист
mazhaby	мәзһабы
mıkrooperasıa	микрооперация
ımperıalısti	империалисті
ıashrushdy	иашрұшды
notarıat	нотариат
ıalǵan	иалған
koefısıent	коэффициент
chyqmaz	чықмаз
solenoıd	соленоид
